Symbol,Date,Open,High,Low,Close,Volume
AGTL,09-Feb-2016,409.85,414.50,402.50,410.07,9600
AGTL,10-Feb-2016,410.00,416.00,397.00,397.43,8700
AGTL,11-Feb-2016,395.01,400.00,388.00,392.37,5100
AGTL,12-Feb-2016,411.00,411.00,393.00,400.44,21800
AGTL,15-Feb-2016,411.00,411.00,401.40,404.75,5000
AGTL,16-Feb-2016,407.00,408.00,402.50,403.24,4100
AGTL,17-Feb-2016,395.00,405.00,395.00,400.00,6600
AGTL,18-Feb-2016,400.10,402.50,396.00,396.00,1900
AGTL,19-Feb-2016,396.00,396.01,390.00,392.86,2400
AGTL,22-Feb-2016,391.00,392.00,390.00,390.00,1300
AGTL,23-Feb-2016,375.25,385.00,375.25,384.27,5600
AGTL,24-Feb-2016,380.00,390.00,377.00,386.89,5800
AGTL,25-Feb-2016,383.00,384.85,380.00,382.83,3900
AGTL,26-Feb-2016,379.00,383.00,379.00,381.53,3700
AGTL,29-Feb-2016,384.99,385.00,378.00,378.78,6400
AGTL,01-Mar-2016,383.00,383.00,379.10,379.10,2200
AGTL,02-Mar-2016,383.93,389.99,382.00,386.00,9500
AGTL,03-Mar-2016,386.00,405.30,367.11,400.00,25500
AGTL,04-Mar-2016,395.00,405.00,394.30,401.93,4600
AGTL,07-Mar-2016,400.00,406.00,400.00,404.70,2900
AGTL,08-Mar-2016,404.50,405.25,400.01,401.88,7900
AGTL,09-Mar-2016,402.00,402.00,399.10,399.12,2800
AGTL,10-Mar-2016,400.00,401.98,397.00,397.13,2700
AGTL,11-Mar-2016,401.94,402.00,395.00,395.48,4400
AGTL,14-Mar-2016,399.49,399.49,395.50,396.00,2700
AGTL,15-Mar-2016,399.80,400.00,381.30,391.08,8100
AGTL,16-Mar-2016,395.00,401.00,395.00,397.01,3800
AGTL,17-Mar-2016,400.50,401.50,399.00,400.00,5600
AGTL,18-Mar-2016,397.00,403.00,397.00,401.00,2000
AGTL,21-Mar-2016,403.00,404.50,398.00,400.10,1600
AGTL,22-Mar-2016,405.00,405.00,398.95,403.22,3000
AGTL,24-Mar-2016,403.00,405.00,398.00,404.67,4100
AGTL,25-Mar-2016,402.03,405.00,402.00,404.49,1400
AGTL,28-Mar-2016,406.97,412.50,403.00,411.25,3400
AGTL,29-Mar-2016,416.50,426.50,416.50,425.68,8800
AGTL,30-Mar-2016,427.05,446.96,427.05,446.81,18300
AGTL,31-Mar-2016,454.99,461.00,454.00,459.89,7500
AGTL,01-Apr-2016,460.00,460.00,440.00,446.70,19600
AGTL,04-Apr-2016,455.40,459.00,450.00,453.00,3300
AGTL,05-Apr-2016,447.00,452.00,446.00,448.25,6000
AGTL,06-Apr-2016,447.70,449.00,445.00,447.92,6100
AGTL,07-Apr-2016,448.00,465.00,448.00,457.77,27800
AGTL,08-Apr-2016,461.00,462.00,450.00,452.73,16700
AGTL,11-Apr-2016,458.70,458.70,443.01,443.59,11800
AGTL,12-Apr-2016,442.00,445.00,440.00,441.78,13300
AGTL,13-Apr-2016,424.00,424.00,406.00,406.73,6100
AGTL,14-Apr-2016,404.00,410.00,395.00,406.59,7000
AGTL,15-Apr-2016,405.00,411.50,405.00,408.20,5800
AGTL,18-Apr-2016,408.30,414.95,405.00,411.00,2100
AGTL,19-Apr-2016,415.00,415.00,411.00,411.00,1000
AGTL,20-Apr-2016,415.50,415.50,405.00,405.79,4200
AGTL,21-Apr-2016,407.00,408.99,404.00,405.29,2100
AGTL,22-Apr-2016,412.98,424.00,412.98,421.61,20000
