Symbol,Date,Open,High,Low,Close,Volume
AABS,27-Dec-2016,294.35,294.35,294.35,294.35,500
AABS,28-Dec-2016,304.00,309.06,304.00,309.06,1300
AABS,29-Dec-2016,318.99,320.00,317.00,319.00,1900
AABS,30-Dec-2016,313.01,329.00,313.00,329.00,1700
AABS,02-Jan-2017,338.88,338.88,331.00,331.00,300
AABS,03-Jan-2017,314.46,314.46,314.45,314.45,200
AABS,04-Jan-2017,298.76,300.00,298.73,298.73,700
AABS,05-Jan-2017,284.01,284.01,283.80,283.80,300
AABS,06-Jan-2017,269.61,269.62,269.61,269.61,700
AABS,09-Jan-2017,270.00,270.00,262.00,264.40,2900
AABS,10-Jan-2017,270.00,270.00,266.01,266.01,300
AABS,12-Jan-2017,277.00,277.00,277.00,277.00,300
AABS,16-Jan-2017,276.00,276.00,276.00,276.00,100
AABS,17-Jan-2017,271.01,271.01,270.00,270.50,500
AABS,19-Jan-2017,270.00,270.00,270.00,270.00,100
AABS,23-Jan-2017,270.00,281.00,270.00,281.00,2100
AABS,26-Jan-2017,292.00,292.00,285.00,285.00,1000
AABS,27-Jan-2017,275.00,275.00,275.00,275.00,800
AABS,01-Feb-2017,275.00,275.00,275.00,275.00,200
AABS,02-Feb-2017,276.00,276.00,276.00,276.00,500
AABS,03-Feb-2017,277.00,277.00,277.00,277.00,100
AABS,06-Feb-2017,277.00,277.00,277.00,277.00,200
AABS,07-Feb-2017,268.00,268.00,268.00,268.00,100
AABS,09-Feb-2017,265.00,265.00,265.00,265.00,200
AABS,15-Feb-2017,274.00,274.00,274.00,274.00,100
AABS,20-Feb-2017,274.89,275.00,274.89,275.00,200
AABS,21-Feb-2017,261.25,261.25,261.25,261.25,300
AABS,22-Feb-2017,265.00,265.00,262.00,262.00,300
AABS,28-Feb-2017,262.00,262.00,262.00,262.00,100
AABS,01-Mar-2017,250.00,250.00,250.00,250.00,100
AABS,08-Mar-2017,249.00,250.00,249.00,250.00,500
AABS,10-Mar-2017,241.00,241.00,241.00,241.00,500
AABS,13-Mar-2017,241.00,241.00,241.00,241.00,100
AABS,14-Mar-2017,240.00,240.00,240.00,240.00,3100
AABS,15-Mar-2017,239.99,240.00,239.99,240.00,2800
AABS,16-Mar-2017,240.00,240.00,240.00,240.00,500
AABS,22-Mar-2017,239.00,239.00,235.00,235.00,300
AABS,10-Apr-2017,236.00,236.00,236.00,236.00,100
AABS,24-Apr-2017,231.00,245.00,230.00,244.00,1500
AABS,27-Apr-2017,232.00,232.00,232.00,232.00,600
AABS,05-May-2017,232.00,232.00,232.00,232.00,100
AABS,08-May-2017,228.00,240.00,228.00,240.00,1200
AABS,11-May-2017,240.00,240.00,240.00,240.00,100
AABS,12-May-2017,246.00,246.00,246.00,246.00,200
AABS,15-May-2017,233.70,233.70,233.70,233.70,3100
AABS,16-May-2017,232.10,245.00,232.00,238.57,8000
AABS,17-May-2017,249.00,250.00,235.00,235.03,7600
AABS,18-May-2017,235.03,235.03,235.03,235.03,600
AABS,23-May-2017,235.00,235.00,223.25,224.76,5900
AABS,24-May-2017,223.00,223.00,223.00,223.00,500
AABS,29-May-2017,223.00,223.00,223.00,223.00,100
AABS,31-May-2017,223.00,229.90,223.00,226.45,200
AABS,06-Jun-2017,218.00,218.00,215.13,216.65,500
AABS,07-Jun-2017,212.25,212.25,212.00,212.13,200
AABS,12-Jun-2017,202.00,202.00,202.00,202.00,400
AABS,13-Jun-2017,196.00,208.00,195.00,198.25,900
AABS,15-Jun-2017,198.25,198.25,198.25,198.25,100
AABS,20-Jun-2017,195.05,195.05,195.05,195.05,400
AABS,21-Jun-2017,195.05,195.05,195.05,195.05,200
AABS,30-Jun-2017,195.05,195.05,195.05,195.05,100
AABS,11-Jul-2017,204.90,204.90,204.90,204.90,500
AABS,27-Jul-2017,204.90,204.90,204.90,204.90,100
AABS,28-Jul-2017,194.66,194.66,194.66,194.66,200
AABS,07-Aug-2017,190.00,190.00,190.00,190.00,300
AABS,10-Aug-2017,195.00,195.00,185.00,190.00,400
AABS,20-Sep-2017,185.00,185.00,181.00,182.00,300
AABS,21-Sep-2017,173.00,173.01,172.91,172.99,1300
AABS,22-Sep-2017,170.00,180.00,164.66,171.30,2400
AABS,25-Sep-2017,170.00,179.00,168.00,168.28,6300
AABS,26-Sep-2017,170.00,176.00,168.00,168.38,5200
AABS,28-Sep-2017,166.51,166.51,166.00,166.34,300
AABS,02-Oct-2017,164.00,164.00,159.00,161.67,400
AABS,05-Oct-2017,165.00,165.00,165.00,165.00,200
AABS,06-Oct-2017,160.00,160.00,156.75,156.77,1400
AABS,10-Oct-2017,156.77,156.77,156.77,156.77,100
AABS,13-Oct-2017,141.50,141.51,141.50,141.50,1700
AABS,16-Oct-2017,135.05,148.50,135.00,141.75,800
AABS,17-Oct-2017,141.75,141.75,141.75,141.75,100
AABS,30-Oct-2017,141.75,141.75,141.75,141.75,100
AABS,01-Nov-2017,140.00,140.00,140.00,140.00,1000
AABS,02-Nov-2017,140.00,140.50,134.00,134.00,3300
AABS,07-Nov-2017,128.25,131.25,128.25,131.25,900
AABS,08-Nov-2017,131.25,131.25,131.25,131.25,100
AABS,09-Nov-2017,137.81,137.81,131.00,137.81,1900
AABS,10-Nov-2017,144.70,144.70,144.70,144.70,1000
AABS,13-Nov-2017,151.92,151.92,151.92,151.92,200
AABS,14-Nov-2017,158.99,158.99,144.33,144.33,1100
AABS,15-Nov-2017,150.99,151.00,137.12,138.82,3000
AABS,16-Nov-2017,145.75,145.76,140.02,145.73,700
AABS,17-Nov-2017,138.45,152.98,138.45,145.84,300
AABS,20-Nov-2017,152.98,152.98,143.00,147.99,200
AABS,23-Nov-2017,154.95,154.95,145.01,149.80,400
AABS,24-Nov-2017,155.00,156.90,155.00,155.32,700
AABS,27-Nov-2017,160.00,160.00,160.00,160.00,400
AABS,28-Nov-2017,152.26,154.99,152.25,153.62,300
AABS,29-Nov-2017,150.00,150.00,146.00,146.01,1300
AABS,30-Nov-2017,139.00,139.01,139.00,139.01,200
AABS,04-Dec-2017,139.01,139.01,139.01,139.01,100
AABS,06-Dec-2017,145.95,145.96,140.00,140.54,1300
AABS,07-Dec-2017,140.56,140.56,139.99,140.00,900
AABS,08-Dec-2017,133.05,133.05,133.05,133.05,200
AABS,11-Dec-2017,133.05,133.05,133.05,133.05,100
AABS,12-Dec-2017,133.05,133.05,133.05,133.05,200
AABS,14-Dec-2017,127.00,127.01,127.00,127.01,200
AABS,21-Dec-2017,133.36,133.36,132.90,132.90,300
AABS,22-Dec-2017,139.54,139.54,127.02,139.47,500
AABS,26-Dec-2017,134.01,134.01,132.50,132.55,1000
AABS,27-Dec-2017,128.01,128.01,125.93,126.47,1200
AABS,28-Dec-2017,132.49,132.49,124.02,126.84,300
AABS,29-Dec-2017,126.84,126.84,126.84,126.84,200
AABS,02-Jan-2018,120.50,133.18,120.50,133.18,900
AABS,03-Jan-2018,128.01,139.83,128.01,139.83,8200
AABS,04-Jan-2018,146.78,146.78,140.01,146.73,1000
AABS,05-Jan-2018,153.83,153.83,142.50,143.99,2000
AABS,08-Jan-2018,149.86,149.86,140.00,140.00,2700
AABS,09-Jan-2018,146.87,146.87,140.00,144.88,600
AABS,10-Jan-2018,152.07,152.07,137.64,138.05,13000
AABS,11-Jan-2018,132.02,132.02,132.02,132.02,200
AABS,12-Jan-2018,126.01,138.00,126.01,136.01,5800
AABS,15-Jan-2018,135.50,141.99,135.50,138.50,1100
AABS,16-Jan-2018,138.01,140.97,138.01,139.39,1000
AABS,17-Jan-2018,133.00,139.29,128.05,130.07,3100
AABS,18-Jan-2018,130.00,136.57,130.00,134.81,8500
AABS,19-Jan-2018,139.75,141.55,139.75,141.55,4600
AABS,22-Jan-2018,143.00,148.62,143.00,147.71,4800
AABS,23-Jan-2018,155.08,155.09,143.10,155.00,3700
AABS,24-Jan-2018,162.75,162.75,150.00,150.05,4800
AABS,25-Jan-2018,154.99,154.99,149.00,151.01,13300
AABS,26-Jan-2018,150.00,158.56,150.00,157.44,11000
AABS,29-Jan-2018,156.01,157.00,156.01,156.67,600
AABS,30-Jan-2018,150.01,151.25,150.01,151.23,800
AABS,31-Jan-2018,146.01,156.99,146.01,156.90,5900
AABS,01-Feb-2018,160.68,161.00,158.99,160.74,6700
AABS,02-Feb-2018,166.95,168.77,156.03,168.50,11700
AABS,06-Feb-2018,174.99,176.92,174.90,175.35,10200
AABS,07-Feb-2018,181.98,181.98,167.00,169.99,1700
AABS,08-Feb-2018,174.99,174.99,170.00,170.00,10800
AABS,09-Feb-2018,172.00,172.10,172.00,172.10,1000
AABS,12-Feb-2018,164.00,170.98,164.00,169.54,3100
AABS,13-Feb-2018,170.01,174.99,170.00,171.80,5600
AABS,14-Feb-2018,172.01,174.98,172.00,174.98,5200
AABS,15-Feb-2018,183.59,183.59,175.00,179.98,10400
AABS,16-Feb-2018,180.00,187.99,180.00,187.99,600
AABS,19-Feb-2018,197.35,197.35,178.61,184.88,1400
AABS,20-Feb-2018,188.99,188.99,176.00,183.19,700
AABS,21-Feb-2018,188.89,188.89,183.00,183.00,700
AABS,22-Feb-2018,188.98,188.98,188.98,188.98,200
AABS,28-Feb-2018,187.45,187.45,170.57,179.98,10800
AABS,01-Mar-2018,186.99,186.99,186.99,186.99,200
AABS,02-Mar-2018,194.98,194.98,194.98,194.98,200
AABS,05-Mar-2018,199.78,199.78,185.24,185.77,2400
AABS,06-Mar-2018,176.49,193.00,176.49,178.02,1700
AABS,07-Mar-2018,172.01,172.01,172.01,172.01,200
AABS,08-Mar-2018,176.00,180.00,170.01,179.99,13000
AABS,09-Mar-2018,188.97,188.97,188.97,188.97,200
AABS,12-Mar-2018,195.97,195.97,190.00,191.25,400
AABS,13-Mar-2018,191.25,191.25,191.25,191.25,100
AABS,14-Mar-2018,193.99,193.99,181.70,189.89,500
AABS,19-Mar-2018,191.99,191.99,191.99,191.99,200
AABS,20-Mar-2018,195.99,195.99,182.40,193.56,10400
AABS,21-Mar-2018,190.00,190.00,190.00,190.00,10000
AABS,22-Mar-2018,183.01,183.01,183.01,183.01,200
AABS,26-Mar-2018,174.01,185.00,174.01,177.67,300
AABS,27-Mar-2018,169.06,169.06,169.06,169.06,200
AABS,28-Mar-2018,162.00,177.51,162.00,177.51,4300
AABS,29-Mar-2018,185.99,185.99,185.99,185.99,200
AABS,02-Apr-2018,189.98,193.99,180.01,180.01,8400
AABS,03-Apr-2018,175.01,175.01,175.01,175.01,200
AABS,04-Apr-2018,166.50,175.98,166.50,175.49,1000
AABS,05-Apr-2018,177.00,177.00,176.01,176.86,3500
AABS,06-Apr-2018,185.69,185.69,175.00,182.13,300
AABS,09-Apr-2018,185.99,185.99,185.99,185.99,200
AABS,10-Apr-2018,188.99,188.99,188.99,188.99,200
AABS,12-Apr-2018,197.04,197.04,197.04,197.04,200
AABS,23-Apr-2018,187.19,206.87,187.19,192.01,16800
AABS,24-Apr-2018,187.01,188.50,187.01,187.51,300
AABS,25-Apr-2018,190.00,192.00,188.50,188.62,5200
AABS,26-Apr-2018,180.00,180.00,180.00,180.00,200
AABS,27-Apr-2018,189.00,189.00,187.00,189.00,26300
AABS,30-Apr-2018,189.00,189.00,189.00,189.00,2100
AABS,04-May-2018,186.00,186.00,185.00,185.50,10100
